22.3
23
23.3
22
20.5
25.2
24.8
24
22.9
17.9
20.3
21.5
21.3
21.3
21.3
22.4
25.4
25.9
25.5
25.7
23.9
24.7
26.3
26.9
29
24.4
21.4
20
18.3
17.1
17.6
16.7
11.4
16.6
16.1
16
17
17.2
17.1
16.8
16.6
17.5
17.1
18.6
18.4
15
16
16.5
18.7
16.7
14.7
13.6
16
15.9
16.2
17.7
16.2
15.9
15.4
18.3
18.1
19.2
17.5
16
14.9
15.4
14.7
15.5
17.4
14.1
14
13
14.7
14.2
15
14.3
14.7
15.9
17.7
16.1
15.3
15.2
14.7
15.9
14.8
15.2
14.5
15.1
15.2
15.3
15.2
14.9
15.4
15.3
14.5
15.7
15
14
11.3
11.8
12.1
12.3
12.3
12.2
11.8
9.3
8.7
9.5
8.9
7.2
8
7.9
5.5
4.9
8.9
8.6
12.1
15
13.8
14.9
15.9
19.6
24.9
19.2
21.7
13.5
17.2
28.5
29.9
30.9
27.8
26.1
23.6
17.4
18.6
12.1
14.9
13.8
13.3
10.7
12.2
17.8
17.8
18.3
11.3
16.8
8.7
14.4
12.3
15.4
10
15.1
14.8
12.8
9.6
12.5
15.5
18.9
19.8
20.4
19.3
20.6
22.3
22.6
21
23.3
21.9
22.8
24.6
24
25
26.9
28.4
27.1
24.4
24.4
28.8
28.9
28.5
27.5
